user_question_title,user_question_body
Installing the VM with Windows,"<p><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/h6qnjzmr2yn4r3/ik5vr8manng6/12648004_10208733185314151_1959554261_n.jpg"" /></p>
<p></p>
<p>If any of you are getting the following screen when you download and run the VM, chances are you are trying to run a 64-Bit Ubuntu Disk Image with a 32-Bit Ubuntu configuration on VirtualBox. Make sure you select the 64-bit Ubuntu version. If this option isn&#39;t showing up for you, you need to go and change a setting in your BIOS.</p>
<p></p>
<p>1. Reboot your computer</p>
<p>2. Keep F2 pressed </p>
<p>3. Enter BIOS mode</p>
<p>4. In BIOS mode, navigate to either the Security / Configuration tab</p>
<p>5. You need to find the &#34;Intel Virtualization&#34; option and Enable it.</p>
<p>6. Restart your computer. You should have the 64-bit option enabled now.</p>
<p></p>
<p>If you&#39;re uncomfortable doing this by yourself, swing by office hours.</p>
<p></p>
<p>These links may be useful</p>
<p><a href=""http://www.thewindowsplanet.com/3192/how-to-enable-virtualization-on-a-lenovo-computer-on-windows.htm"">http://www.thewindowsplanet.com/3192/how-to-enable-virtualization-on-a-lenovo-computer-on-windows.htm</a></p>
<p><a href=""http://www.fixedbyvonnie.com/2014/11/virtualbox-showing-32-bit-guest-versions-64-bit-host-os/#.VrEYOhgrI1I"">http://www.fixedbyvonnie.com/2014/11/virtualbox-showing-32-bit-guest-versions-64-bit-host-os/#.VrEYOhgrI1I</a></p>
<p></p>"
Assignment 9 overview in class today,"<p>FYI, <a href=""http://crowdsourcing-class.org/assignment9.html"">Homework 9 &#34;Analyzing Data&#34;</a> was released yesterday.  Ellie will be doing a walk through of it during lecture today.  </p>
<p></p>
<p>I tried to figure out how to shift us to a Friday due date schedule, but that wasn&#39;t feasible.  So we&#39;re likely to have Monday due dates for the remaining assignments.  I&#39;ll ask the TAs if they can add more coverage on the weekend.</p>
<p></p>
<p></p>"
Can&#39;t login into Crowdflower...,"<p>I was able to login into Crowdflower just an hour ago. However, I joined a team but then was removed from it. Now, when I go into the login page of Crowdflower and try to login as a contributor, I get this error:</p>
<p></p>
<p>You signed up for a Contributor account and are attempting to access the Customer platform.</p>
<p></p>
<p>Is there a way to get back into my account so that I can set up the HITS??</p>
<p></p>
<p>Thanks</p>
<p></p>"
EM iteration beginning,"<p>Hi, I&#39;ve looked at &#64;362 but the answer doesn&#39;t help too much. I&#39;m wondering if we are supposed to round the percentages we compute at the beginning. That is, once we have determined the new guesses (slide 88 left side). Are we supposed to convert them to 1s and 0s before moving on to determine worker accuracy as we did in the beginning or are we supposed to leave them as is (such as in the slides: 26% vs 74%, 69% vs 31%, etc.) </p>
<p></p>
<p>If we are supposed to leave them as is, how are the two values distributed between workers when we evaluate their truth tables? Would it be incrementally? That is from the slides, W1s first guess was Porn so he would be 74% wrong and 26% right? Additionally, are we to add to his original truth table (that is his value would sum from his original:</p>
<p></p>
<p>2 0</p>
<p>2 1</p>
<p></p>
<p>to</p>
<p></p>
<p>2.26 0</p>
<p>2.74 1</p>
<p></p>
<p>)</p>
<p></p>
<p>This is really unclear to me from the slides.</p>
<p></p>
<p>Thanks</p>
<p></p>"
Deliverables for HW5,"<p>If we&#39;re not doing the extra credit, do we still need to submit #8 on the list below?</p>
<p></p>
<ol><li>Your important source code: your <em>modified</em> python_crawler.py script, your <em>modified</em> bing_api.py script, and any additional code you wrote to collect your 2,500 urls.</li><li>A list of at least 2,500 urls (as a text file, one url per line) that you gathered in Part 1</li><li>The <code>gun_archive_urls.txt</code> file you created in Part 1 Step 4.</li><li>The <code>bing_api_results.txt</code> file you created in Part 1 Step 7.</li><li>The <code>positive_predicted_urls.txt</code> file containing urls that your classifier predicted as gun-related.</li><li>The final, labeled data you get from Crowdflower, as a csv file.</li><li>A screenshot of your HIT, as it looked to workers.</li><li>Your cleanest possible list of urls you believe point to gun violence articles. See the note about extra credit above.</li><li>Your responses to <a href=""http://goo.gl/forms/Ot2od9GZTf"">these questions</a>.</li></ol>
<p></p>"
I&#39;ll be talking about Crowdsourcing on Wharton Radio today,"<p></p>
<div></div>
<p>FYI, if you have Sirius Radio: I&#39;ll be talking about crowdsourcing with Kevin Werbach later today on the Wharton School satellite radio show.  The show runs from 5-7pm ET on SiriusXM 111, and I&#39;ll be on starting at about 6:30.</p>
<p></p>
<p>--CCB</p>"
Crowdflower CML Malformed CML,"<p></p>
<p>I keep getting these errors after trying to create the test questions. Is this an issue with the csv file or with the questions? I see that CML is the Crowdflower language, but could not find resources detailing these specific errors online.</p>
<ul><li>CML Malformed CML (3). Specification mandate value for attribute violence on line 1 column 215.</li></ul>
<p>Nevermind! Solved it!!!</p>
<p></p>"
Unicode Decoder Error : Invalid Start Byte,"<p>If you&#39;re having this problem, after the line where you read in the text from the file, write:</p>
<p></p>
<p>name_of_string = open(&#34;name_of_file&#34;, &#39;rt&#39;, encoding=&#39;latin-1&#39;)</p>
<p></p>
<p>eg. for the string in wine.txt it should read:</p>
<p>wine = open(&#34;data/wine.txt&#34;, &#39;rt&#39;, encoding=&#39;latin-1&#39;)</p>
<p></p>
<p>This should fix the issue that seems to be happening for people with Python 3.</p>"
Jim&#39;s OH Cancelled Tomorrow (Thurs),"<p>Hi everyone,</p>
<p></p>
<p>I&#39;ll be in Ann Arbor attending visit days tomorrow and thus won&#39;t be able to hold my usual office hours (12pm-2pm) this week.</p>
<p>However, since the QC homework is due on Monday, I&#39;m planning to hold OH during the weekend to make up for this. I&#39;ll be holding office hours this weekend instead on <strong>Satuday 8pm-9pm</strong> and <strong>Sunday 2pm-4pm </strong>at the usual place.</p>
<p>The calendar has been updated to reflect this change.</p>
<p></p>
<p>-Jim</p>"
Setting up python notebook/virtualenv,"<p>I&#39;m running Python 2.7.6, and I directly installed pip with &#34;sudo easy_install pip&#34;. When I follow the instructions to set up the virtualenv, I don&#39;t get anything output. </p>
<p></p>
<p><img src=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/hkwvkcmmpdngk/ijwe6f3q6wx/Screen_Shot_20160127_at_12.27.55_AM.png"" /></p>"
Prof/TA meetings,<p>We signed up for a meeting tomorrow (per the final project part 2 instructions) – where will these meetings be held?</p>
Extract_entities ValueError,"Im running extract_entities and am getting a ValueError: need more than 1 value to unpack concerning url, txt part of the code not sure what&#39;s wrong or what to do?"
Crowdflower: hourly wage,"<p>I&#39;ve been trying to calculate the estimated hourly rate for the workers, but I can&#39;t seem to find the relevant information in the Crowdflower interface.</p>
<p></p>
<p>Originally, I was doing (cost per judgment) * (judgments per hour), but this rate turned out to be horrifically low because the judgments per hour that is displayed on the dashboard is actually the average number of judgments over the entire time the job was running; it doesn&#39;t actually reflect how many judgments a single worker made in an hour. </p>
<p></p>
<p>Is there somewhere we can find this information? (Right now, the only stats I can find are total cost, total # of judgments, and &#34;judgments by hour&#34;.)</p>"
EM answer key,"<p>This was probably the hardest part of the previous assignment, so if you&#39;re interested in how to do it correctly, here is the way we did it. </p>
<p></p>
<p><a href=""https://d1b10bmlvqabco.cloudfront.net/attach/ijblb017ius5zp/hl4caa4nz74ul/im89pglbq3af/EM_answer_key.pdf"" target=""_blank"">EM_answer_key.pdf</a></p>
<p></p>
<p>#pin</p>"
Extra credit on replicate science,"If I got 4.75/5 on replicate science, with no mention of any extra credit at all on my score report, did I definitely not get any extra credit for picking a harder paper? I wasn&#39;t able to see anything. 

I chose the paper on financial incentives. 

my breakup was;

Literature Review: 1/1. 
Description of original methodology: 0.75/1  
Description of your experimental methodology: 1/1. 
Successful replication : 1/1
Analysis &amp; comparison of results: 1/1. "
HW5,"<p>From the rubric, it says that I didn&#39;t include a csv file of Crowdflower Judgments;</p>
<p>could you tell me what was wrong with the &#34;cf_report_861154_aggregated.csv&#34; file?</p>"
Dimensions of X and Y?,"<p>In the questionnaire for HW 4, one question says: &#34;What are the dimensions of X and of y?&#34; Does this refer to the numerical dimensions (i.e. how many of x and how many of y there are), or the type of X and Y?</p>
<p></p>
<p>Thanks!</p>"
Sally&#39;s OH Change,<p>I&#39;ll be changing my office hours to Wednesdays 12-2pm starting next week</p>
Large classifier tree...,"<p>Can we physically draw a picture of the tree resulting from the classifier? Ours seems like it may be pretty extensive, so it would take quite a while to draw it using draw.io/other online tools...</p>"
Final Grade,"<p>How will the final grade be determined for the class? Is the class graded based on a curve or in an absolute scale? I think everyone receive homework scores, but none of us know how we are doing with respect to the whole class. </p>"
writing code to process information,<p>would it be okay if we wrote our processing code in java instead of python? </p>
Not enough rows remaining in your subscription.,"<p>I borrowed a friend&#39;s account because I was having a few issues with mine and while adding &#39;Rows to launch&#39;, I came across this error. </p>
<p></p>
<pre>Not enough rows remaining in your subscription.</pre>
<p> I&#39;m not sure how to proceed because I am 101 rows short :( </p>"
Final Project Part 1 feedback,When should we expect feedback for our project ideas?<div>It would really help picking an idea and begin implementing it soon. </div>
Questionnaire,"<p>HI,</p>
<p></p>
<p>I accidently submitted incomplete questionnaire once and resubmitted completed version.</p>
<p></p>
<p>my pennkey is minski and my partner&#39;s is hyele.</p>
<p></p>
<p>In this case, do you guys take the most recent one to be graded automatically?</p>
<p></p>
<p>I&#39;m posting here just to make sure!</p>
<p></p>
<p>Thanks!</p>"
